Elemento	Bazformo	Statuso	BRO	Oficiala difino	France	Angle	Germane	Pole	Ruse	Hispane	Itale	Katalune	Portugale
KURIOZ/	kurioz/a	1OA	BRO7: kurioza		curieux, singulier	curious, singular	kurios, merkwürdig	osobliwy	?????????				
KURS/	kurs/o	1OA	BRO7: kurso		cours	course	Kursus, Kurs	kurs	?????				
KURTEN/	kurten/o	F	BRO8: kurteno		rideau	curtain	Vorhang	kurtyna, firanka	????????				
KUSEN/	kusen/o	F	BRO9: kuseno		coussin	cushion	Kissen	poduszka	???????				
KUS^/	kus^/i	F	BRO4: kus^i		être couché	lie (down)	liegen	lez'ec'	??????				
KUTIM/	kutim/o	F	BRO4: kutimo		avoir coutume, être habitué à AK	be accustomed AK	gewohnt sein, pflegen AK	przyzwyczajac' sie;	?????????				
KUV/	kuv/o	F	BRO6: kuvo		cuve AK	tub, bath AK	Wanne, Kübel AK	wanna	?????				
KUZ/	kuz/o	F	BRO5: kuzo		cousin	cousin	Vetter, Cousin	kuzyn	?????????? ?????				
KVADRAT/	kvadrat/o	1OA	BRO7: kvadrato		carré	square	Quadrat	kwadrat	????????				
KVALIT/	kvalit/o	1OA	BRO7: kvalito		qualité	quality	Qualität	jakos'c', gatunek	????????				
KVANKAM	kvankam	F	BRO1: kvankam		quoique	although	obgleich	chociaz., pomimo ze AK	????				
KVANT/	kvant/o	F	BRO7: kvanto		quantité	quantity	Quantität	ilos'c'	??????????				
KVAR	kvar	F	BRO1: kvar		quatre	four	vier	cztery	??????				
KVARTAL/	kvartal/o	F	BRO8: kvartalo		quartier	quarter (of town), ward AK	Stadtviertel AK	dzielnica (miasta) AK	????????				
KVAZAU(	kvazau(	F	BRO1: kvazau(		comme si	as if	gleichsam, als ob	jakoby	??? ?????, ?????-?? AK				
KVERK/	kverk/o	F	BRO8: kverko		chêne	oak	Eiche	da;b	????				
KVIET/	kviet/a	F	BRO6: kvieta		doux, tranquille, calme AK	quiet, calm	sanft, ruhig AK	?agodny, spokojny AK	???????, ????????? AK				
KVIN	kvin	F	BRO1: kvin		cinq	five	fünf	pie;c'	????				
LA	l’, la	F	BRO1: la		article défini (le, la, les	the	der, die, das (bestimmter Arttkel)	przedimek okres'lny (nie t?omaczy sie;)	????? ???????????? (?? ?????? ?? ???????????)				
LABOR/	labor/i	F	BRO2: labori		travailler	work, labour AK	arbeiten	pracowac'	????????				
LABORATORI/	laboratori/o	8OA	BRO9: laboratorio	laboratori/o. Laborejo, destinita por teknikaj au( sciencaj esploroj, operacioj, eksperimentoj.	laboratoire	laboratory	Laboratorium			laboratorio	laboratorio		laboratório
LAC/	lac/a	F	BRO4: laca		las, fatigué	weary	müde	zme;czony	???????				
LACERT/	lacert/o	F	BRO9: lacerto		lézard	lizard	Eidechse	jaszczurka	???????				
LAC^/	lac^/o	F	BRO9: lac^o		lacet, cordon AK	lace (boots, stays, etc.) AK	Schnur	sznurek AK	?????				
LAD/	lad/o	F	BRO9: lado		tôle, fer-blanc	tinned iron AK	Blech	blacha	?????				
LAG/	lag/o	F	BRO5: lago		lac	lake	See (der)	jezioro	?????				
LAK/	lak/o	F	BRO9: lako		vernis	varnish	Lack, Firniss	lakier AK	????				
LAKT/	lakt/o	F	BRO4: lakto		lait	milk (subst.) AK	Milch	mleko	??????				
LAM/	lam/a	F	BRO7: lama		boiteux	lame	lahm	kulawy	??????				
LAMEN/	lamen/o	4OA	BRO8: lameno	lamen/o. Maldika kaj mallarg^a plato.	lame(lle)	lamina	Lamelle, Plättchen			lámina (metálica)	lamina	làmina (noto)	lámina (noto)
LAMP/	lamp/o	F	BRO6: lampo		lampe	lamp	Lampe	lampa	?????				
LAN/	lan/o	F	BRO7: lano		laine	wool	Wolle	we?na	??????				
LAND/	land/o	F	BRO2: lando		pays	land, country	Land	kraj	??????				
LANG/	lang/o	F	BRO5: lango		langue (organe)	tongue (organ of speech) AK	Zunge	je;zyk (narza;d)	????? (??????)				
LANTERN/	lantern/o	F	BRO9: lanterno		lanterne	lantern	Laterne	latarnia	??????				
LAP/	lap/o	8OA	BRO9: lapo	lap/o. Specio de arktio kun alkroc^ig^emaj globaj kapituloj (Latine: "Arctium lappa").	bardane, glouteron	burdock	Klette			bardana, lampazo	bardana, lappa		bardana, pegamassa
LARD/	lard/o	F	BRO9: lardo		lard	bacon AK	Speck	sad?o	????				
LARG^/	larg^/a	F	BRO4: larg^a		large	broad	breit	szeroki	???????				
LARM/	larm/o	F	BRO7: larmo		larme	tear (subst.) (shed a) AK	Thräne	?za	?????				
LARV/	larv/o	F	BRO9: larvo		larve	chrysalis	Larve	poczwarka, liszka	???????				
LAS/	las/i	F	BRO3: lasi		laisser, abandonner AK	leave, let alone	lassen	puszczac', zostawiac'	???????, ?????????				
LAST/	last/a	F	BRO2: lasta		dernier	last, latest	letzt	ostatni	?????????				
LATITUD/	latitud/o	8OA	BRO9: latitudo	latitud/o. La angula distanco, norden au( suden, inter unu loko kaj la ekvatoro.	latitude	latitude	geographische Breite			latitud	latitudine		latitude
LATUN/	latun/o	1OA	BRO9: latuno		laiton	brass	Messing	mosia;dz	??????				
LAU(	lau(	F	BRO1: lau(		selon, d’après	according to	nach, gemäss	wed?ug	??, ????????				
LAU(B/	lau(b/o	F	BRO9: lau(bo		tonnelle, berceau	arbour, summer-house AK	Laube	altanka	???????				
LAU(D/	lau(d/i	F	BRO7: lau(di		louer, vanter	praise	loben	chwalic'	???????				
LAU(T/	lau(t/a	F	BRO7: lau(ta		haut (parler)	loud	laut AK	g?os'no	??????				
LAV/	lav/i	F	BRO4: lavi		laver	wash	waschen	myc', prac' AK	????				
LECION/	lecion/o	F	BRO6: leciono		leçon	lesson	Lektion	lekcya	?????				
LED/	led/o	F	BRO7: ledo		cuir, peau (des bêtes)	leather	Leder	skóra (wyrobiona) AK	???? (??????????) AK				
LEG/	leg/i	F	BRO2: legi		lire	read	lesen	czytac'	??????				
LEGOM/	legom/o	F	BRO6: legomo		légume	vegetable (eatable) AK	Gemüse	jarzyna, warzywo	?????				
LEG^/	leg^/o	F	BRO5: leg^o		loi	law	Gesetz	prawo, ustawa AK	??????				
LEK/	lek/i	F	BRO8: leki		lécher	lick	lecken	lizac'	??????				
LEKCI/	lekci/o	3OA	BRO9: lekcio		conférence, cours, leçon, lecture	lecture	Lektion, Vorlesung	prelekcja		lección (noto)	lezione		
LEON/	leon/o	F	BRO7: leono		lion	lion	Löwe	lew	????				
LEPOR/	lepor/o	F	BRO7: leporo		lièvre	hare	Hase	zaja;c	?????				
LERN/	lern/i	F	BRO2: lerni		apprendre	learn	lernen	uczyc' sie;	???????				
LERT/	lert/a	F	BRO5: lerta		adroit, habile, agile	skilful	geschickt, gewandt AK	zre;czny	??????				
LESIV/	lesiv/o	F	BRO9: lesivo		lessive	lye, buck (for bleaching) AK	Lauge	?ug	??????				
LETER/	leter/o	F	BRO3: letero		lettre, épître	letter	Brief	list	??????				
LEU(TENANT/	leu(tenant/o	F	BRO9: leu(tenanto		lieutenant	lieutenant	Lieutenant	porucznik, lejtnant	???????, ????????? AK				
LEV/	lev/i	F	BRO2: levi		lever, ramasser AK	lift, raise	heben AK	podnosic'	?????????				
LI	li	F	BRO1: li		il, lui	he	er	on	???				
LIBER/	liber/a	F	BRO2: libera		libre	free	frei	wolny	?????????				
LIBR/	libr/o	F	BRO3: libro		livre	book	Buch	ksie;ga; ksia;z.ka	?????				
LICE/	lice/o	1OA	BRO9: liceo		lycée	high-school	Lyzeum	liceum	?????				
LICENC/	licenc/o	8OA	BRO9: licenco	licenc/o 1. Permeso, donita de registaro au( grava organizaj^o al unu el ties anoj, plenumi difinitan socian agadon (presi, instrui, prediki, vendi tian au( tian varon, konduki au(ton ...). 2. Escepta malobeo al gramatika au( poezia regulo.	licence, permis	license, permit	Erlaubnis, Erlaubnisschein, Lizenz			licencia, permiso	licenza, permesso, patente		licença
LIFT/	lift/o	2OA	BRO8: lifto		ascenseur	lift	Lift						
LIG/	lig/o	F	BRO4: ligo		lier	bind, tie	binden	wia;zac', ?a;czyc' AK	?????????				
LIGN/	lign/o	F	BRO4: ligno		bois	wood (the substance)	Holz	drzewo, drwa	?????				
LIKV/	likv/o	8OA	BRO9: likvo	likv/o. Substanco, kiu diference de solidoj kaj gasoj alprenas la formon de la g^in entenanta ujo, sed praktike konservas la saman volumenon c^e kunpremado: "la tri statoj de la materio esas gaseco, likveco kaj solideco".	un liquide	a liquid	Flüssigkeit			un líquido	un liquido		líquido
LILI/	lili/o	F	BRO9: lilio		lis	lily	Lilie	lilja	?????				
LIM/	lim/o	F	BRO5: limo		limite, confins, frontière AK	limit	Grenze	granica	???????				
LIMAK/	limak/o	F	BRO9: limako		limaçon, escargot	snail	Schnecke	s'limak	??????				
LIN/	lin/o	F	BRO9: lino		lin	flax	Flachs	len	????				
LINGV/	lingv/o	F	BRO3: lingvo		langue, langage	language	Sprache	je;zyk (mowa)	????? (????)				
LINI/	lini/o	F	BRO4: linio		ligne	line AK	Linie, Zeile AK	wiersz, linia AK	?????, ??????				
LIP/	lip/o	F	BRO6: lipo		lèvre	lip	Lippe	warga	????				
LIST/	list/o	1OA	BRO8: listo		liste	list	Liste	lista	???????				
LIT/	lit/o	F	BRO3: lito		lit	bed (couch) AK	Bett	?óz.ko	???????				
LITER/	liter/o	F	BRO6: litero		lettre (de l’alphabet)	letter (of alphabet) AK	Buchstabe	litera	?????				
LITERATUR/	literatur/o	F +1OA +7OA	BRO8: literaturo		littérature	literature	Literatur	literatura	??????????				
LITR/	litr/o	2OA	BRO7: litro										
LIVER/	liver/i	F	BRO9: liveri		livrer, fournir	deliver, furnish	liefern	dostawiac', dostarczac' AK	??????????				
LOG/	log/i	F	BRO7: logi		attirer, allécher	entice	locken, anlocken	wabic' AK	??????				
LOGIK/	logik/o	1OA	BRO9: logiko		logique	logic	Logik	logika	??????				
LOG^/	log^/i	F	BRO2: log^i		habiter, loger	dwell, lodge, live AK	wohnen	mieszkac'	????, ????????????				
LOJAL/	lojal/a	1OA	BRO9: lojala		loyal	loyal	loyal, bieder	lojalny	????????				
LOK/	lok/o	F	BRO2: loko		place, lieu	place	Ort	miejsce	?????				
LOKOMOTIV/	lokomotiv/o	F	BRO9: lokomotivo		locomotive	locomotive	Lokomotive	lokomotywa	??????????				
LONG/	long/a	F	BRO2: longa		long	long	lang	d?ugi	??????, ???????				
LONGITUD/	longitud/o	8OA	BRO9: longitudo	longitud/o. La angula distanco, mezurata lau( la ekvatoro, inter la meridiano de loko kaj la origina meridiano, nome la Grenvic^a meridiano por la teraj longitudoj, kaj la meridiano de la printempa ekvinoksa punkto por la c^ielaj longitudoj.	longitude	longitude	geographische Länge			longitud	longitudine		longitude
LOT/	lot/o	F	BRO9: loto		tirer au sort	cast lots	loosen	losowac'	??????? ??????				
LOTUS/	lotus/o	8OA	BRO9: lotuso	lotus/o. Nomo de pluraj vegataloj, nome: 1. la greka lotuso, legumenaco uzata kiel furag^o; 2. la nordafrika lotuso, arbo el kies nigra kaj malmola ligno oni fabrikis flutojn kaj kies fruktojn mang^is la Lotofagoj, specio el zizifoj (Latine: "Zizyphus lotus"); 3. la egipta lotuso, nimfeo ankau( nomata Nila lilio (Latine: "Nymphæa lotus, N. caerulea"); 4. la hinda lotuso, nimfeaco, sankta signo de la budhismo (Latine: "Nelumbium speciosum").	lotus	lotus	Lotos, Lotosblume			loto	loto		loto, lotus, lódão
LU/	lu/i	F	BRO7: lui		louer, prendre en location AK	hire, take on rent AK	miethen	wynajmowac' (co od kogo) AK	????? ?? ?????				
LUBRIK/	lubrik/i	8OA	BRO9: lubriki	lubrik/i. Meti substancon speciale glitigeman inter du frotig^antajn surfacojn, por faciligi la glitadon.	lubrifier	to lubricate	schmieren, einölen			lubricar, lubrificar	lubrificare		lubrificar
LUD/	lud/i	F	BRO4: ludi		jouer	play	spielen	bawic' sie;, grac'	??????				
LUK/	luk/o	8OA	BRO9: luko	luk/o. Aperturo, pli-malpli trairebla de homo, destinita al enlaso de lumo au( aero au( al simpla trairo, diversmaniere fermebla, kaj trovebla interalie: 1. en domo: a) c^e la tegmento: "tegmentoluko", "mansardoluko"; b) c^e la plafono au( planko: "klapoluko"; c) en la kelo: "keloluko" (komparu: "ventotruo"); 2. en s^ipo: a) sur la ferdeko: "ferdekoluko" (komparu "ferdekpordo"); b) c^e la s^eloparieto: "s^ipoluko" (tre ofte ronda); 3. sur s^oseo au( trotuaro: "kloakluko" k.s. (komparu "rigardilo", "aperturo").	1/a) lucarne, b) trappe, c) soupirail; 2/a) écoutille, b) hublot; 3/ ouverture d’ accès, trou d’homme	1/a) dormer-window, b) trap-door, c) air-hole, ventilator; 2/a) hatchway, b) port-hole; 3/ man-hole	1/a) Dachluke, b) Falltür, Klapptür, c) Kellerloch; 2/a) Deckluke, b) Bullauge; 3/ Einsteigöffnung, Mannloch			1/a) lumbrera, b) trampa, c) toma de luz; 2/a) escotilla, b) portilla, tragaluz; 3/ orificio de acceso, boca de entrada	1/a) abbaino, finestrella (sul tetto), b) trappola, c) pozzo di luce; 2/a) boccaporto, b) obló, sportello; 3/ bocca d’accesso		1/a) trapeira, b) olho-de-boi, c) lumieiro, claraboia; 2/a) escotilha, b) vigia; 3/ boca de bueiro
LUKS/	luks/o	F	BRO7: lukso		luxe	luxury AK	Luxus	przepych AK	???????				
LUKT/	lukt/i	2OA	BRO9: lukti		lutter	to wrestle	ringen						
LUL/	lul/i	F	BRO9: luli		bercer	lull asleep, rock	wiegen	ko?ysac'	??????, ???????				
LUM/	lum/i	F	BRO3: lumi		luire, lumière	shine, give light AK	leuchten	s'wiecic'	???????				
LUN/	lun/o	F	BRO5: luno		lune	moon	Mond	ksie;z'yc'	????				
LUND/	lund/o	F	BRO5: lundo		lundi	Monday	Montag	poniedzia?ek	????????????				
LUP/	lup/o	F	BRO8: lupo		loup	wolf	Wolf	wilk	?????				
MAC^/	mac^/i	F	BRO8: mac^i		mâcher	chew	kauen	z'uc'	??????				
MAGAZEN/	magazen/o	F	BRO7: magazeno		magasin	shop, store, warehouse AK	Kaufladen	sklep, magazyn	?????, ????????				
MAIZ/	maiz/o	F	BRO9: maizo		mais	maize	Mais	kukurydza	????, ???????? AK				
MAJ/	Maj/o	F	BRO5: Majo		Mai	May	Mai	Maj	???				
MAJEST/	majest/a	F	BRO9: majesta		majestueux	majestic, dignified AK	erhaben	majestatyczny, wznios?y	??????????????				
MAJSTR/	majstr/o	F	BRO7: majstro		maître (dans sa partie)	master (of his art) AK	Meister	majster	???????				
MAKSIMUM/	maksimum/o	3OA	BRO9: maksimumo		maximum	maximum	Maximum, Höchstwert			maximum	maximum, massimo		maximum
MAKUL/	makul/o	F	BRO7: makulo		tache	stain	Fleck	plama	?????				
MAL/	mal-	F	BRO1: mal-		marque les contraires: ex. bon/ bon -- mal/bon/ mauvais; estim/ estimer -- mal/estim/ mépriser	denotes opposites; e. g. alt/ high -- mal/alt/ low	bezeichnet einen geraden Gegensatz; z. B. bon/ gut -- mal/bon/ schlecht; estim/ schätzen -- mal/estim/ verachten	oznacza przeciwien'stwo; np. bon/ dobry -- mal/bon/ z?y; estim/ powaz'ac' -- mal/estim/ gardzic'	(?????????) ???????? ?????? ????????????????? AK				
MAL/VARM/UM/	mal/varm/um/i	F	BRO8: malvarmumo		se refroidir	catch cold	sich erkälten	przezie;bic' sie;	????????????				
MALEOL/	maleol/o	F	BRO9: maleolo		ceville	ankle	Knöchel	k?ykiec'	???????				
MALGRAU(	malgrau(	F	BRO7: malgrau(		malgré, en dépit de	in spite of	ungeachtet, trotz AK	pomimo	?? ?????? ??				
MALIC/	malic/a	F	BRO9: malica		malicieux	malicious	tückisch	chytry	????????				
MALV/	malv/o	1OA	BRO9: malvo		mauve (bot.)	mallow	Malve	malwa	??????				
MAM/	mam/o	F	BRO8: mamo		mamelle, pis, sein AK	breast, udder AK	Brust, Euter	piers', sutka	?????, ????				
MAN/	man/o	F	BRO2: mano		main	hand	Hand	re;ka	???? (?????) AK				
MANDAT/	mandat/o	1OA	BRO8: mandato		mandat	mandate	Mandat, Auftrag	mandat	???????				
MANG^/	mang^/i	F	BRO3: mang^i		manger	eat	essen	jes'c'	????				
MANIER/	manier/o	F	BRO5: maniero		manière, façon	manner	Manier, Weise, Art	sposób, maniera	??????, ?????, ?????? AK				
MANIK/	manik/o	F	BRO7: maniko		manche	sleeve	Aermel	re;kaw	??????				
MANIPUL/	manipul/i	2OA	BRO9: manipuli										
MANK/	mank/i	F	BRO3: manki		manquer	want, lack AK	fehlen	brakowac'	???????????				
MANOVR/	manovr/i	F	BRO9: manovri		manœuvrer	manoeuvre (milit. and nav.) AK	manövriren	manewrowac'	?????????????				
MANTEL/	mantel/o	F	BRO7: mantelo		manteau	mantle	Mantel	plaszcz	?????				
MAP/	map/o	8OA	BRO8: mapo	map/o. Folio, sur kiu estas konvencie figurita jen pli-malpli granda parto de la tergloba surfaco, jen porcio de la astra c^ielo.	carte (géographique. céleste)	map	Landkarte, Himmelskarte			mapa	carta, cartina (geografica), mappa		mapa (geog.)
MAR/	mar/o	F	BRO3: maro		mer	sea	Meer	morze	????				
MARC^/	marc^/o	F	BRO8: marc^o		marais	swamp, marsh	Sumpf	bagno, b?oto AK	??????				
MARD/	mard/o	F	BRO5: mardo		mardi	Tuesday	Dienstag	wterek	????????				
MARK/	mark/o	F	BRO4: marko		marque	mark	Marke, Briefmarke	marka	?????				
MARMELAD/	marmelad/o	1OA	BRO9: marmelado		marmelade	marmalade	Marmelade	marmelada	?????????				
MARS^/	mars^/i	F	BRO5: mars^i		marcher	march, walk	marschiren	marzerowac'	???????????				
MART/	Mart/o	F	BRO5: Marto		Mars	March	März	Marzec	?????				
MARTEL/	martel/o	F	BRO7: martelo		marteau	hammer	Hammer	m?ot	??????				
MAS/	mas/o	F	BRO9: maso		masse	mass	Masse	massa	?????				
MASON/	mason/i	F	BRO7: masoni		maçonner	build with stone	mauern	murowac'	?????? ????? (???????? ??????)				
MAST/	mast/o	F	BRO8: masto		mât	mast	Mast, Mastbaum	maszt	?????				
MASTR/	mastr/o	F	BRO5: mastro		maître de maison, patron AK	master (of house), host AK	Wirth	gospodarz	???????				
MASTR/UM/	mastr/um/i	F	BRO8: mastrumi		faire le ménage	keep house, husband	wirthschaften	gospodarzyc'	???????????				
MAS^IN/	mas^in/o	F	BRO6: mas^ino		machine	machine	Maschine	maszyna	??????				
MAT/	mat/o	F	BRO9: mato		natte	mat	Matte	rogoz'ka	??????				
MATEMATIK/	matematik/o	1OA	BRO9: matematiko		mathématique	mathematics	Mathematik	matematyka	??????????				
MATEN/	maten/o	F	BRO3: mateno		matin	morning	Morgen	poranek	????				
MATERI/	materi/o	1OA	BRO9: materio		matière	matter (substance)	Materie	materja	???????				
MATERIAL/	material/o	F +1OA +8OA	BRO7: materialo		matériel, matériaux	material	Material	materja?	?????????				
MATRAC/	matrac/o	F	BRO7: matraco		matelas	mattress	Matratze	materac	??????				
MATUR/	matur/a	F	BRO6: matura		mûr	mature, ripe AK	reif	dojrza?y	??????				
MEBL/	mebl/o	F	BRO6: meblo		meuble	furniture	Möbel	mebel	??????				
MEDICIN/	medicin/o	1OA	BRO9: medicino		médecine	medicine	Medizin	medycyna	????????				
MEDIKAMENT/	medikament/o	2OA	BRO8: medikamento										
MEDIT/	medit/i	F	BRO8: mediti		réfléchir, méditer	reflect, meditate	nachdenken	medytowac', rozmys'lac'	??????????				
MEDITERANE/	Mediterane/o	8OA	BRO9: Mediteraneo	Mediterane/o. Granda maro, fermita inter Eu(ropo, Afriko kaj Azio.	Méditerranée	Mediterranean	Mittelmeer			Mediterráneo	Mediterraneo		Mediterrâneo
MEH^ANIK/	meh^anik/o	F	BRO8: meh^aniko		mécanique	mechanics	Mechanik	mechanika	????????				
MEH^ANISM/	meh^anism/o	8OA	BRO8: meh^anismo	meh^anism/o. Sistemo de organoj au( pecoj, kiuj kunefikas en mas^ino au( aparato, au( en biologia proceso, por atingi difinitan rezulton.	mécanisme	mechanism	Mechanismus, Getriebe, Vorrichtung			mecanismo	congegno, meccanismo		mecanismo
MEKANIK/	mekanik/o	8OA	BRO8: mekaniko	mekanik/o. Moderna formo de: meh^aniko.	la mécanique	mechanics	Mechanik			mecánica	meccanica		mecânica
MEKANISM/	mekanism/o	8OA	BRO8: mekanismo	mekanism/o. Meh^anismo.	mécanisme	mechanism	Mechanismus, Getriebe, Vorrichtung			mecanismo	congegno, meccanismo		mecanismo
MELK/	melk/i	F	BRO8: melki		traire	milk (vb.)	melken	doic'	?????				
MELON/	melon/o	F	BRO9: melono		melon	melon	Melone	melon	????				
MEM	mem	F	BRO1: mem		même (moi-, toi-, etc.)	self	selbst	sam	????				
MEMBR/	membr/o	F	BRO7: membro		membre	member, limb AK	Glied	cz?onek	?????				
MEMOR/	memor/i	F	BRO3: memori		se souvenir, se rappeler	remember AK	sich erinnern, gedenken AK	pamie;tac'	???????				
MENCI/	menci/i	3OA	BRO9: mencii		mentionner	to mention	erwähnen	wzmiankowac' (noto)		mencionar	menzionare		
MEND/	mend/i	F	BRO6: mendi		faire une commande, commander AK	bespeak, give an order AK	bestellen	stalowac'	??????????				
MENS/	mens/o	3OA	BRO9: menso		intelligence, entendement, esprit	intellect, mind	Verstand	umys? (noto)		mente	mente		mente
MENSOG/	mensog/i	F	BRO6: mensogi		mentir	tell a lie	lügen	k?amac'	?????				
MENTON/	menton/o	F	BRO7: mentono		menton	chin	Kinn	podbródek	???????????				
MENU/	menu/o	1OA	BRO9: menuo		menu	menu	Menü, Speisekarte	menu	????				
MERIT/	merit/i	F	BRO6: meriti		mériter	merit	verdienen	zas?ugiwac'	???????????				
MERKRED/	merkred/o	F	BRO5: merkredo		mercredi	Wednesday	Mittwoch	s'roda	?????				
MET/	met/i	F	BRO2: meti		mettre, placer, poser	put, place	hintun, setzen, stellen, legen AK	k?as'c'; moz.e byc' oddane za pomoca; rozmaitych czasowników AK	?????????, ????????, ??????; ????? ???? ?????????? ?????????? ????????? AK				
METAL/	metal/o	F +1OA +8OA	BRO6: metalo		métal	metal	Metall	metal	???????				
METALURGI/	metalurgi/o	8OA	BRO9: metalurgio	metalurgi/o. Industrio celanta elfosadon de minaj^oj kaj ekstraktadon, fabrikadon kaj prilaboradon de metaloj.	métallurgie	metallurgy	Metallurgie, Hüttenwesen			metalurgia	metallurgia		metalurgia
METI/	meti/o	F	BRO7: metio		métier	handicraft	Handwerk	rzemios?o	???????				
METOD/	metod/o	1OA	BRO8: metodo		méthode	method	Methode	metoda	??????				
METR/	metr/o	F +1OA +7OA	BRO7: metro		mètre	meter	Meter	metr	????				
MEZ/	mez/o	F	BRO4: mezo		milieu	middle	Mitte	s'rodek	???????				
MEZUR/	mezur/i	F	BRO4: mezuri		mesurer	measure	messen	mierzyc'	??????				
MI	mi	F	BRO1: mi		je, moi	I	ich	ja	?				
MIEL/	miel/o	F	BRO9: mielo		miel	honey	Honig	miód	????				
MIEN/	mien/o	F	BRO6: mieno		mine, air	mien, air	Miene	mina (wyraz twarzy) AK	???? (????????? ????)				
MIGR/	migr/i	F	BRO8: migri		voyager, courir le monde	migrate	wandern	we;drowac'	?????????????				
MIKS/	miks/i	F	BRO6: miksi		mêler, mélanger AK	mix	mischen	mieszac'	?????????				
MIL (noto)	mil	F	BRO1: mil		mille (nombre)	thousand	tausend	tysia;c	??????				
MILD/	mild/a	2OA	BRO7: milda		amène, doux	gentle, mild	mild						
MILIARD/	miliard/o	1OA	BRO8: miliardo		milliard	thousand millions	Milliarde	miljard	?????????				
MILIMETR/	milimetr/o	2OA	BRO8: milimetro										
MILION/	milion/o	F +2OA +7OA	BRO6: miliono										
MILIT/	milit/i	F	BRO2: militi		guerroyer	make war AK	Krieg führen	wojowac'	???????				
MIN/	min/o	F	BRO8: mino		mine, fosse AK	mine	Mine	mina (podkop) AK	???? (?????????)				
MINAC/	minac/i	F	BRO6: minaci		menacer	menace, threaten AK	drohen	grozic'	???????				
MINERAL/	mineral/o	1OA	BRO9: mineralo		minéral	mineral	Mineral	minera?	????????				
MINIMUM/	minimum/o	3OA	BRO9: minimumo		minimum	minimum	Minimum, Mindestwert (noto)			minimum	minimum, minimo		minimum
MINISTERI/	ministeri/o	8OA	BRO9: ministerio	ministeri/o. Tuto de la oficejoj kaj oficistoj de iu ministra fako, kaj domego, kie ili trovig^as.	ministère	ministry (pol.)	Ministerium			ministerio	ministero		ministério
MINISTR/	ministr/o	1OA	BRO9: ministro		ministre	minister (of state)	Minister	minister	????????				
MINUS	minus	8OA	BRO8: minus	minus. Konjunkcio kaj adverbo, indikanta respektive subtrahon au( negativan nombron.	moins (math.)	minus	weniger, minus			menos	meno		menos
MINUT/	minut/o	F	BRO4: minuto		minute	minute	Minute	minuta	??????				
MIR/	mir/i	F	BRO3: miri		s’étonner AK	wonder	sich wundern	dziwic' sie;	??????????				
MIRTEL/	mirtel/o	F	BRO9: mirtelo		airelle, myrtille	bilberry	Heidelbeere	czarna jagoda	???????				
MIS/	mis-	1929	BRO9: mis-	mis-. Erar’, malg^ust’, malbon’.									
MISTER/	mister/o	F	BRO8: mistero		mystère	mystery	Mysterium	tajemnica, misterjum AK	????? AK				
MISTIFIK/	mistifik/i	8OA	BRO9: mistifiki	mistifik/i. S^erctrompi iun, trouzante lian kredemon.	mystifier, berner	to hoax, to fool	mystifizieren, foppen, zum besten halten			ambaucar, engañar, mofar, (mixtificar, mistificar)	corbellare, turlupinare		mistificar, burlar, ludibriar
MIZER/	mizer/o	F	BRO7: mizero		misère	distress, misery	Noth	ne;dza	?????				
MOD/	mod/o	F	BRO7: modo		mode	fashion, mood (gram.) AK	Mode, Modus (gramm.)	moda, tryb	????, ??????????				
MODEL/	model/o	F	BRO8: modelo		modèle, spécimen	model	Modell, Muster AK	model	????????				
MODER/	moder/a	F	BRO8: modera		modéré	moderate	mässig	umiarkowany	?????????				
MODERN/	modern/a	1OA	BRO8: moderna		moderne	modern	modern	wspó?czesny	???????????				
